,telecommuting,has_company_logo,has_questions,fraudulent,salary_min,salary_max,employment_type_-,employment_type_Contract,employment_type_Full-time,employment_type_Other,employment_type_Part-time,employment_type_Temporary,required_experience_-,required_experience_Associate,required_experience_Director,required_experience_Entry level,required_experience_Executive,required_experience_Internship,required_experience_Mid-Senior level,required_experience_Not Applicable,required_education_-,required_education_Associate Degree,required_education_Bachelor's Degree,required_education_Certification,required_education_Doctorate,required_education_High School or equivalent,required_education_Master's Degree,required_education_Professional,required_education_Some College Coursework Completed,required_education_Some High School Coursework,required_education_Unspecified,required_education_Vocational,required_education_Vocational - Degree,required_education_Vocational - HS Diploma,title_vector,location_vector,department_vector,company_profile_vector,description_vector,requirements_vector,benefits_vector,industry_vector,function_vector,predicao
9269,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079265796,0.10550746321678162,0.0,0.005581612698733807,0.059394218027591705,0.0482550710439682,0.005581612698733807,0.0,0.0,0.0
9273,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07840526,0.095675028860569,0.0,0.011098014190793037,0.02271762304008007,0.017409181222319603,0.07970882207155228,-0.07217704504728317,0.11565286666154861,0.0
9277,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08723628,0.1152149960398674,0.0,0.0,0.020679831504821777,0.01909523457288742,0.0,-0.05194984748959541,0.13140377402305603,0.0
9285,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010037784,0.0,0.0,0.029371732845902443,0.04212120175361633,0.005175591912120581,0.008305191993713379,0.0,0.0,0.0
9286,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.004860012,-0.0037830681540071964,0.0,-0.09097718447446823,0.023304825648665428,-0.001530112000182271,0.0,-0.07217704504728317,-0.10149919241666794,0.0
9289,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014773322,0.3389737606048584,0.16406980156898499,0.05425230413675308,0.03941119834780693,0.0062268804758787155,-0.044058702886104584,0.0,0.0,0.0
9298,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06516938,0.11113361269235611,0.0,0.012333926744759083,0.022456848993897438,0.024208344519138336,0.0,0.0,0.0,0.0
9300,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15363047,0.0037804848980158567,0.0,-0.08038926124572754,0.04299287497997284,-0.01412875670939684,0.005807572975754738,-0.023350419476628304,0.0,0.0
9303,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08815048,0.08348096907138824,0.0,-0.08038926124572754,0.0315149761736393,-0.016303282231092453,0.005807572975754738,-0.023350419476628304,-0.024390308186411858,0.0
9312,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16868491,-0.012244191952049732,0.0,-0.011541983112692833,-0.004041482228785753,0.023060254752635956,0.0,0.0,0.0,0.0
9320,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12888595,0.11064659804105759,0.06692617386579514,-0.004459545481950045,0.014251161366701126,0.00028001368627883494,0.0439823679625988,0.023016545921564102,0.11704172194004059,0.0
9327,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040669426,0.0636276826262474,0.0,0.0,-0.0009875181131064892,0.014678115956485271,0.0,0.0,0.0,0.0
9339,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009936813,0.0681067630648613,0.0,0.00598269235342741,0.04705977439880371,0.022525789216160774,0.0120652224868536,-0.08405696600675583,-0.07160104811191559,0.0
9340,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0021338135,0.009861823171377182,0.0924716666340828,0.06498534232378006,0.0507487915456295,0.015177581459283829,0.04192701727151871,-0.07217704504728317,0.0924716666340828,0.0
9342,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.08815048,-0.008931944146752357,0.0,-0.08038926124572754,0.03019479475915432,-0.016303282231092453,0.005807572975754738,-0.023350419476628304,-0.024390308186411858,0.0
9343,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032255925,0.103115513920784,0.057966507971286774,-0.03447936847805977,0.003574561094865203,0.0,0.08130302280187607,0.0,0.0,0.0
9352,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.02713784,0.1297256350517273,0.09486623853445053,0.003923977725207806,0.011582475155591965,-0.03645350784063339,0.017525440081954002,-0.05194984748959541,0.09486623853445053,0.0
9359,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.028130487,0.0681067630648613,0.0,0.00598269235342741,-0.0003614684974309057,-0.01183756347745657,0.0,0.0,-0.10915237665176392,0.0
9360,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01882626,0.2211151272058487,0.11704172194004059,-0.02637457847595215,0.03235677257180214,0.0,0.0,0.0,0.11704172194004059,0.0
9364,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.053930134,0.11064659804105759,0.0,0.024288153275847435,-0.0024436423555016518,0.015328914858400822,0.043550923466682434,0.0,-0.07160104811191559,0.0
9365,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.12728693,0.0039330050349235535,0.0,-0.04506576061248779,-0.01471208967268467,-0.03999607637524605,0.016520678997039795,0.0,-0.0494341142475605,0.0
9366,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07271352,0.18439406156539917,0.0,0.030438633635640144,-0.006432157009840012,0.0,0.0,0.0,0.0,0.0
9367,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07625544,0.09384945034980774,0.0,0.02644471637904644,0.025094754993915558,-0.02555849775671959,0.14688751101493835,0.0,0.0,0.0
9368,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.090976,0.09537413716316223,0.19488908350467682,0.0,0.025566086173057556,0.037341728806495667,0.0,0.0,-0.07160104811191559,0.0
9373,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.12859772,0.011173021979629993,0.0,-0.04506576061248779,-0.014573953114449978,-0.03999607637524605,0.016520678997039795,0.0,-0.10149919241666794,0.0
9377,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003470659,0.0697910487651825,0.0,-0.031819187104701996,0.07625074684619904,-0.046083301305770874,0.0,0.0,0.0,0.0
9382,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.06234442,0.010008725337684155,0.0,-0.04506576061248779,-0.00990893691778183,-0.03999607637524605,0.016520678997039795,0.0,0.13140377402305603,0.0
9384,0,1,1,0,40000,80000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.11102738,0.17983469367027283,0.0,0.028211822733283043,0.011148912832140923,0.004386190325021744,0.12206302583217621,-0.07217704504728317,0.11565286666154861,0.0
9385,0,1,1,0,45000,55000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015123818,0.08002307265996933,0.11795704811811447,0.03367389738559723,0.0306012611836195,-0.012032883241772652,0.010328625328838825,-0.08405696600675583,0.0924716666340828,0.0
9389,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.15033962,-0.006946343928575516,0.0,-0.03387056663632393,-0.031876109540462494,0.010097721591591835,0.047026168555021286,-0.2830130457878113,0.13140377402305603,0.0
9390,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016382527,0.3389737606048584,0.01520849484950304,0.05425230413675308,0.017741214483976364,-0.02709231525659561,0.01750689372420311,0.09912607073783875,0.029355652630329132,0.0
9392,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.016658476,0.12271779775619507,0.0,0.10841073840856552,0.09222739934921265,0.008355622179806232,0.0,-0.08405696600675583,0.0,0.0
9396,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.11102738,0.039743904024362564,0.11565286666154861,0.02519974485039711,0.022234005853533745,-0.000882814871147275,0.0696212500333786,-0.03708634898066521,0.11565286666154861,0.0
9399,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036908492,0.027402706444263458,0.0,-0.013850238174200058,0.0018910104408860207,0.005227495450526476,-0.09839848428964615,0.0,0.0,0.0
9401,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.105330296,-0.021072575822472572,0.0,-0.09097718447446823,0.002109970198944211,0.04775848984718323,0.0,-0.1648877114057541,0.13140377402305603,0.0
9414,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.016811462,0.1380821168422699,0.026286277920007706,-0.02166266180574894,-0.012351828627288342,0.03697679191827774,0.0010905093513429165,-0.03486105054616928,-0.022310519590973854,0.0
9415,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14895321,0.3389737606048584,0.0,0.008822346106171608,0.03416595607995987,0.0,0.0,0.0,0.0,0.0
9417,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047029004,0.010643630288541317,0.0,-0.014816297218203545,-0.010626666247844696,0.023984771221876144,0.06382803618907928,0.0,0.0,0.0
9419,0,1,0,0,70000,80000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.04823566,0.03190895542502403,-0.056055258959531784,0.014387186616659164,-0.018904296681284904,0.04352700337767601,0.0,-0.09831845015287399,0.013339783065021038,0.0
9420,1,1,0,0,40000,50000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.043373376,-0.0004085540713276714,0.0924716666340828,0.013000968843698502,0.005549115594476461,-0.07723787426948547,0.0615478940308094,0.11310556530952454,0.0924716666340828,0.0
9424,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.045704808,0.057080622762441635,0.0,0.008822346106171608,0.027294250205159187,0.0,0.0,0.0,0.0,0.0
9427,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.11406927,-0.08451381325721741,0.24436213076114655,-0.021596794947981834,0.032427433878183365,0.029351871460676193,0.08171305060386658,0.09486623853445053,0.24436213076114655,0.0
9429,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15363047,0.006307944189757109,0.0,-0.08038926124572754,0.04299287497997284,-0.01412875670939684,0.005807572975754738,-0.023350419476628304,0.0,0.0
9430,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022437591,0.3463117480278015,0.0,0.0,0.011309639550745487,-0.04157522693276405,0.0,0.0,0.0,0.0
9440,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.12859772,0.017003195360302925,0.0,-0.04506576061248779,-0.0320470854640007,-0.03999607637524605,0.016520678997039795,0.0,-0.10149919241666794,0.0
9443,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.056195423,0.06871628016233444,0.0,0.0032886257395148277,0.02336948923766613,-0.00038930296432226896,0.0972510501742363,-0.07217704504728317,0.09764895588159561,0.0
9444,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.05844525,0.1152149960398674,0.24436213076114655,0.038779452443122864,0.02332666888833046,0.04484526813030243,0.10600493103265762,-0.07217704504728317,0.24436213076114655,0.0
9446,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.1146411,0.05959675461053848,0.11565286666154861,0.0019342523301020265,0.03681923449039459,0.02862444706261158,0.07805375754833221,-0.08405696600675583,0.11565286666154861,0.0
9449,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028965317,0.06491734832525253,0.0,0.008822346106171608,-0.04931152984499931,-0.015039520338177681,0.035574235022068024,0.0,0.0,0.0
9458,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.082850344,0.1380821168422699,0.014680440537631512,-0.0004238902765791863,0.021345438435673714,-0.024175157770514488,0.05195975303649902,-0.07217704504728317,0.11565286666154861,0.0
9460,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0058834483,0.036846864968538284,0.0,-0.003572591580450535,0.00488472543656826,-0.005817708559334278,0.057368211448192596,0.09558368474245071,0.0,0.0
9461,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05651336,0.07427482306957245,0.0,-0.011743344366550446,0.0013302161823958158,0.025315560400485992,0.06360572576522827,-0.07217704504728317,0.11565286666154861,0.0
9463,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15363047,0.025936581194400787,0.0,-0.08038926124572754,0.04299287497997284,-0.01412875670939684,0.005807572975754738,-0.023350419476628304,0.0,0.0
9466,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.087464035,0.0384942851960659,0.0,-0.09097718447446823,0.014073867350816727,0.04775848984718323,0.0,-0.08084625005722046,-0.10149919241666794,0.0
9467,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.07386785,0.08044423907995224,0.11565286666154861,-0.019121360033750534,-0.017297139391303062,0.007071411702781916,0.01977062039077282,0.11310556530952454,0.11565286666154861,0.0
9470,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.07640428,0.095675028860569,0.0,-0.01682400144636631,0.03242333233356476,0.029452214017510414,0.06697104126214981,-0.07217704504728317,0.0,0.0
9478,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10882524,0.21563926339149475,0.24436213076114655,0.0011538091348484159,0.061834197491407394,0.057001251727342606,0.0,-0.07217704504728317,0.24436213076114655,0.0
9481,0,1,1,0,40000,60000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05871231,0.12801693379878998,0.0,-0.024219177663326263,0.008947538211941719,0.0,-0.024572135880589485,-0.11565808206796646,0.0924716666340828,0.0
9483,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06613431,0.006201688200235367,0.0,0.02128560096025467,0.024305451661348343,0.0,0.0,0.0,0.0,0.0
9489,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16261299,0.061259590089321136,0.0,0.0,0.06295840442180634,0.02217339351773262,0.0,0.029355652630329132,0.19488908350467682,0.0
9491,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22941601,0.07132290303707123,0.0,0.0,-0.06179999187588692,0.0065752482041716576,0.0,0.0,0.0,0.0
9493,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11102738,0.2211151272058487,0.034398630261421204,0.049320515245199203,-0.04296818748116493,-0.013741578906774521,0.1288057416677475,-0.07217704504728317,0.11565286666154861,0.0
9499,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0924415,0.007879141718149185,0.0,-0.04506576061248779,-0.012104886583983898,-0.03999607637524605,0.016520678997039795,0.0,0.13140377402305603,0.0
9501,1,1,1,0,40,80,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053519163,0.039553239941596985,0.0,0.0,0.017642227932810783,0.0022557496558874846,0.06108768284320831,0.0,0.0,0.0
9508,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108678274,0.009951918385922909,0.0,-0.07823614031076431,0.020744729787111282,0.0,0.0,0.0,0.0,0.0
9510,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.05056633,0.20406581461429596,0.0,-0.13092714548110962,-0.010264463722705841,-0.0188194140791893,0.08313428610563278,-0.08405696600675583,0.0,0.0
9513,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001424942,0.0,0.0,0.040345001965761185,0.05884150415658951,0.0,0.0,0.0,0.0,0.0
9516,0,0,0,0,125000,135000,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.10292905,0.09045152366161346,0.09545997530221939,0.0,0.00010255694360239431,0.0,0.0,-0.12714789807796478,-0.024390308186411858,0.0
9518,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.11416192,0.05381977930665016,0.0,0.0,0.014527969062328339,0.0019048022804781795,0.10878962278366089,-0.09512142837047577,0.0,0.0
9529,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.11825273,0.0,0.0,-0.04506576061248779,-0.022818218916654587,-0.04309498146176338,0.016520678997039795,0.09764895588159561,0.13140377402305603,0.0
9532,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024375618,0.08465716242790222,0.0,-0.06003652140498161,0.010673272423446178,0.0,0.0,0.0,0.0,0.0
9536,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.12056011,0.004846470430493355,0.0,-0.08038926124572754,0.034745365381240845,-0.021894413977861404,0.005807572975754738,-0.023350419476628304,0.0,0.0
9537,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15363047,0.14982277154922485,0.0,-0.08038926124572754,0.04299287497997284,-0.01412875670939684,0.005807572975754738,-0.023350419476628304,0.0,0.0
9538,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08723628,-0.0006360298139043152,0.0,0.0,-0.011074432171881199,-0.0440194234251976,0.07105278968811035,-0.17159633338451385,0.13140377402305603,1.0
9539,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037785936,0.05381977930665016,0.0,0.0,0.019351914525032043,0.0009069674997590482,0.10878962278366089,-0.09512142837047577,0.013339783065021038,0.0
9545,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.053977404,0.0783395916223526,-0.06493371725082397,0.04020127281546593,-0.003894986119121313,-0.03693680837750435,0.10567644238471985,-0.09831845015287399,0.025582903996109962,0.0
9547,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.05995009,0.1458454579114914,0.24436213076114655,0.039314888417720795,0.04396435618400574,0.035226792097091675,0.07606272399425507,0.11310556530952454,0.24436213076114655,0.0
9548,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.047249317,-0.010764140635728836,0.050043173134326935,0.0019342523301020265,0.0006568111712113023,0.018281202763319016,0.0837826058268547,-0.2344554364681244,-0.07160104811191559,0.0
9551,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15363047,0.015670983120799065,0.0,-0.08038926124572754,0.04299287497997284,-0.01412875670939684,0.005807572975754738,-0.023350419476628304,0.0,0.0
9558,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.18833289,-0.008120222948491573,0.0,-0.0560055747628212,0.0007745748735032976,-0.021472129970788956,0.2593652009963989,-0.11565808206796646,0.13140377402305603,0.0
9562,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0014847427,0.02071996219456196,0.0,0.0,-0.03810849040746689,-0.0018790614558383822,0.0,0.0346049889922142,-0.07160104811191559,0.0
9563,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01669773,0.09140617400407791,0.0,0.00877630989998579,0.02616729773581028,0.011509038507938385,0.0,-0.07217704504728317,0.11565286666154861,0.0
9565,0,1,0,0,40000,50000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.003366402,-0.013233614154160023,0.0,0.002084100618958473,-0.004560140427201986,-0.0064235772006213665,0.015957210212945938,-0.08398332446813583,0.0,0.0
9567,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07122193,0.0,0.0,0.016389522701501846,-0.025820346549153328,0.0,0.0,0.0,0.0,0.0
9568,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.06608187,0.02071996219456196,0.0,0.0,0.038155704736709595,0.022580470889806747,0.0,0.0346049889922142,-0.07160104811191559,0.0
9571,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0056242,0.050849419087171555,0.0,0.049115024507045746,0.03668271750211716,0.08671722561120987,0.06581077724695206,0.007843686267733574,0.0924716666340828,0.0
9574,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15363047,0.053779520094394684,0.0,-0.08038926124572754,0.04299287497997284,-0.01412875670939684,0.005807572975754738,-0.023350419476628304,0.0,0.0
9581,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.15363047,0.010177487507462502,0.0,-0.08038926124572754,0.04299287497997284,-0.01412875670939684,0.005807572975754738,-0.023350419476628304,0.0,0.0
9582,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04133853,-0.08451381325721741,0.0,0.0,0.02709975093603134,0.03205612301826477,0.0,-0.08405696600675583,0.0,0.0
9588,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030979014,0.08442804217338562,0.10626175254583359,-0.00222577597014606,-0.0017975691007450223,0.0,0.0,-0.06848020851612091,0.0,0.0
9590,0,1,1,0,10000,30000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0420541,0.03492848947644234,0.0,0.03825796768069267,0.01642570085823536,-0.0057257539592683315,0.06673915684223175,-0.03708634898066521,0.13140377402305603,0.0
9591,0,1,0,0,35000,75000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057119153,0.1221189796924591,0.001502555562183261,0.05130653455853462,0.031769126653671265,0.08193492889404297,0.11544253677129745,-0.023350419476628304,0.24436213076114655,0.0
9592,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017147977,0.0034385633189231157,0.0,-0.07823614031076431,-0.005962451919913292,0.0,0.0,-0.08405696600675583,0.0,0.0
